-1.000000000000000000e+00 1.000000000000000426e+02 1.030376849134976683e-08 6.717165788338902980e-09
-1.000000000000000000e+00 1.063764854316313517e+02 8.644393719305850496e-09 5.628216738839947624e-09
-1.000000000000000000e+00 1.131595665278607186e+02 7.256043424685731704e-09 4.718002563890451560e-09
-1.000000000000000000e+00 1.203751698020068943e+02 6.093988165909743948e-09 3.956919380500111485e-09
-1.000000000000000000e+00 1.280508749677333071e+02 5.120156633648449156e-09 3.319432035860641775e-09
-1.000000000000000000e+00 1.362160203551272275e+02 4.288444832268171362e-09 2.768302565417306617e-09
-1.000000000000000000e+00 1.449018150486198522e+02 3.593447881739273280e-09 2.309211539801988642e-09
-1.000000000000000000e+00 1.541414581753644200e+02 3.012497496847032059e-09 1.926725291574233410e-09
-1.000000000000000000e+00 1.639702658000205986e+02 2.526707354607244883e-09 1.608005639840529016e-09
-1.000000000000000000e+00 1.744258059109660337e+02 2.112810506178623539e-09 1.337257303137553097e-09
-1.000000000000000000e+00 1.855480420138842703e+02 1.765165792068869989e-09 1.110674119308660851e-09
-1.000000000000000000e+00 1.973794858815767554e+02 1.475204434012664235e-09 9.224704771127962666e-10
-1.000000000000000000e+00 2.099653600438442425e+02 1.233297661207062885e-09 7.661469439620855356e-10
-1.000000000000000000e+00 2.233537706385122021e+02 1.030159850312234047e-09 6.349150331902199387e-10
-1.000000000000000000e+00 2.375958912842761208e+02 8.594262969253139918e-10 5.246258648182068586e-10
-1.000000000000000000e+00 2.527461586781725202e+02 7.171690111155649845e-10 4.333327279657593908e-10
-1.000000000000000000e+00 2.688624806652939583e+02 5.986171524443939506e-10 3.577821298824246571e-10
-1.000000000000000000e+00 2.860064575760389403e+02 4.994362961032476150e-10 2.954544218789473695e-10
-1.000000000000000000e+00 3.042436176768998166e+02 4.151021658013150585e-10 2.447095615096507126e-10
-1.000000000000000000e+00 3.236436676347353796e+02 3.450192209955671366e-10 2.026394594754438113e-10
-1.000000000000000000e+00 3.442807589518615146e+02 2.867779878017423516e-10 1.677658510950574459e-10
-1.000000000000000000e+00 3.662337713903366421e+02 2.383765109440077475e-10 1.388618446184380992e-10
-1.000000000000000000e+00 3.895866144687553287e+02 1.969136542354888315e-10 1.147124743236277493e-10
-1.000000000000000000e+00 4.144285481839411318e+02 1.624281376518632543e-10 9.469864753763942353e-11
-1.000000000000000000e+00 4.408545241834112858e+02 1.339141081054481048e-10 7.814188245541601075e-11
-1.000000000000000000e+00 4.689655486926540107e+02 1.103451864390275565e-10 6.444894762667097288e-11
-1.000000000000000000e+00 4.988690685844108543e+02 9.081925030200358628e-11 5.299492976329841479e-11
-1.000000000000000000e+00 5.306793820656106391e+02 7.466345159947584477e-11 4.345598425569403145e-11
-1.000000000000000000e+00 5.645180755516953468e+02 6.133334706725333452e-11 3.559778678114952369e-11
-1.000000000000000000e+00 6.005144883981745352e+02 5.034005440589555843e-11 2.912815477907074882e-11
-1.000000000000000000e+00 6.388062072657194221e+02 4.129997578228062269e-11 2.384281965997747777e-11
-1.000000000000000000e+00 6.795395920083744841e+02 3.389923369806533527e-11 1.957940716110050901e-11
-1.000000000000000000e+00 7.228703350949552942e+02 2.779886694209721066e-11 1.606411431753897625e-11
-1.000000000000000000e+00 7.689640567018694810e+02 2.277322214889129667e-11 1.316723231770552469e-11
-1.000000000000000000e+00 8.179969377519452109e+02 1.863548596629925457e-11 1.078136545119154431e-11
-1.000000000000000000e+00 8.701563933188881492e+02 1.521538241101160311e-11 8.848534376004184503e-12
-1.000000000000000000e+00 9.256417889712754459e+02 1.240478154272800448e-11 7.256019248648198245e-12
-1.000000000000000000e+00 9.846652027941202050e+02 1.009726419934761313e-11 5.944081337321244389e-12
-1.000000000000000000e+00 1.047452236000630137e+03 8.204495882798626170e-12 4.863947289331042782e-12
-1.000000000000000000e+00 1.114242875232506776e+03 6.671909398558115190e-12 3.969156290992399258e-12
-1.000000000000000000e+00 1.185292409844697204e+03 5.422798415522343645e-12 3.231713808265772657e-12
-1.000000000000000000e+00 1.260872407680675906e+03 4.399048340430152591e-12 2.626723362456767557e-12
-1.000000000000000000e+00 1.341271753067893087e+03 3.560893582618935076e-12 2.130878337801487697e-12
-1.000000000000000000e+00 1.426797751000853168e+03 2.883210650196510085e-12 1.726295988839592679e-12
